SMILES,FRAGMENTS
CN(C)C(=N)N=C(N)N,71.0606:60.0556:130.1092|130.1082:113.083|130.1079:113.0818;60.0558:130.1087:71.0604;130.1088:60.0556:85.0509|130.1089:60.0557:85.0511|130.1088:60.0557:85.0509|130.1088:60.0557:71.0604|60.0557:71.0604:130.1088|71.0604:60.0556:85.0509|71.0604:60.0556:85.0509|130.1088:60.0556:85.0508|130.1088:60.0557:85.0509|130.1088:60.0557:71.0604|60.0556:130.1088:71.0604|71.0604:60.0557:85.0509|71.0604:60.0557:85.0509|130.1088:60.0557:85.051;60.0557:130.1087:71.0605|71.0604:60.0558:46.0648|71.0605:43.0287:68.0243;130.1092:71.0606:88.0873|71.0606:88.0873:85.0512|60.0557:85.0513:113.0826|60.0557:85.0512:113.0826
CCC(C)(C)C(=O)O[C@H]1C[C@H](C=C2[C@H]1[C@H]([C@H](C=C2)C)CC[C@@H]3C[C@H](CC(=O)O3)O)C,285.1851:199.1482:303.1966|199.1445:173.1297:243.1707|199.1484:173.132:225.1645|199.1479:173.1333:225.163|143.0842:173.1322:199.1474;199.1478:285.1846:243.1741|199.1478:225.1634:173.1322|199.1478:173.1322:143.0854|143.0854:199.1478:173.1322|143.0854:131.0853:105.0697|143.0854:128.0618:105.0697
CC(C)c1c(c(c(n1CC[C@H](C[C@H](CC(=O)O)O)O)c2ccc(cc2)F)c3ccccc3)/C(=N/c4ccccc4)/O,440.2282:441.2316:292.1528|559.2646:440.2268:560.2674|440.2273:441.2301:422.2159|440.2266:292.1519:250.1043|250.1051:276.1209:292.1524|559.2646:560.2674:561.2694;250.1027:440.2234:559.2605;440.2237:466.2025:422.2125|559.2603:440.2237:466.202|440.2232:292.1497:422.2125|250.1027:276.1183:292.1497|250.1029:276.1186:249.0949|250.1027:276.1184:248.087|248.087:250.1027:235.0794|559.2597:440.2227:466.2025|440.2231:292.1496:422.2127|250.1027:276.1183:292.1496|250.1027:276.1184:249.0949|250.1027:276.1184:248.0869|248.087:235.0791:250.1026|440.2232:466.2022:422.2125
CC(C)c1c(c(c(n1CC[C@H](C[C@H](CC(=O)O)O)O)c2ccc(cc2)F)c3ccccc3)/C(=N/c4ccccc4)/O,440.2282:441.2316:292.1528|559.2646:440.2268:560.2674|440.2273:441.2301:422.2159|440.2266:292.1519:250.1043|250.1051:276.1209:292.1524|559.2646:560.2674:561.2694;250.1027:440.2234:559.2605;440.2237:466.2025:422.2125|559.2603:440.2237:466.202|440.2232:292.1497:422.2125|250.1027:276.1183:292.1497|250.1029:276.1186:249.0949|250.1027:276.1184:248.087|248.087:250.1027:235.0794|559.2597:440.2227:466.2025|440.2231:292.1496:422.2127|250.1027:276.1183:292.1496|250.1027:276.1184:249.0949|250.1027:276.1184:248.0869|248.087:235.0791:250.1026|440.2232:466.2022:422.2125
CC(C)c1c(c(c(n1CC[C@H](C[C@H](CC(=O)O)O)O)c2ccc(cc2)F)c3ccccc3)/C(=N/c4ccccc4)/O,440.2282:441.2316:292.1528|559.2646:440.2268:560.2674|440.2273:441.2301:422.2159|440.2266:292.1519:250.1043|250.1051:276.1209:292.1524|559.2646:560.2674:561.2694;250.1027:440.2234:559.2605;440.2237:466.2025:422.2125|559.2603:440.2237:466.202|440.2232:292.1497:422.2125|250.1027:276.1183:292.1497|250.1029:276.1186:249.0949|250.1027:276.1184:248.087|248.087:250.1027:235.0794|559.2597:440.2227:466.2025|440.2231:292.1496:422.2127|250.1027:276.1183:292.1496|250.1027:276.1184:249.0949|250.1027:276.1184:248.0869|248.087:235.0791:250.1026|440.2232:466.2022:422.2125
CCOP(=S)(OCC)Oc1ccc2c(c(c(=O)oc2c1)Cl)C,363.0212:365.0192:364.0254|363.0226:306.9508:226.9867|226.9929:228.9897:306.9594|226.9926:228.9897:211.0155|226.9924:211.0156:225.9848
Cc1ccsc1/C=C/C2=NCCCN2C,221.1118:222.1141:164.0529|123.0208:164.0468:150.0315|123.0208:150.0326:164.0469
Cc1ccsc1/C=C/C2=NCCCN2C,221.1118:222.1141:164.0529|123.0208:164.0468:150.0315|123.0208:150.0326:164.0469
C[C@@H]\1C/C(=C/C[C@@H]2C[C@@H](C[C@@]3(O2)C/C(=N\OC)/[C@@H]([C@H](O3)/C(=C/C(C)C)/C)C)OC(=O)[C@@H]4C=C([C@H]([C@@H]5[C@]4(/C(=C/C=C1)/CO5)O)O)C)/C,528.2835:498.2694:496.2575|498.2723:199.105:528.2814|199.1123:60.0552:283.2646
C[C@@H]\1C/C(=C/C[C@@H]2C[C@@H](C[C@@]3(O2)C/C(=N\OC)/[C@@H]([C@H](O3)/C(=C/C(C)C)/C)C)OC(=O)[C@@H]4C=C([C@H]([C@@H]5[C@]4(/C(=C/C=C1)/CO5)O)O)C)/C,528.2835:498.2694:496.2575|498.2723:199.105:528.2814|199.1123:60.0552:283.2646
c1ccc(c(c1)CC(=O)O)Nc2c(cccc2Cl)Cl,250.0152:296.019:278.0098|215.0481:250.0151:214.0338|215.0462:217.0431:216.0434|214.0339:216.0322:215.0379|214.0338:216.0315:215.0415;215.0495:214.0417:250.0185;278.0136:250.0183:215.049|296.024:278.0135:250.0185|215.0496:250.0183:214.0417|215.0498:214.0419:250.0183|214.042:215.0496:180.0805|214.0419:180.0807:215.0493|214.0419:179.0729:178.0649|296.0239:278.0132:250.0184|215.0498:250.0184:214.0417|215.0497:214.0418:250.0185|214.0418:215.0494:180.0807|214.0418:180.0806:215.0498|214.0418:178.065:179.0728|278.0135:250.0182:215.0493;214.042:215.0497:180.081|214.042:180.0809:215.0499|278.0138:250.0188:215.0499|278.0138:250.0188:215.0499
Cc1c(cccc1Nc2c(cccn2)C(=O)O)C(F)(F)F,297.0834:298.0866:279.069|297.0805:279.0704:298.0827|279.0687:280.0728:264.0414|279.0687:264.0413:259.0626|264.0415:236.0472:181.0688;297.0843:279.0734:298.0878|297.0843:279.0738:277.0782|279.0738:297.0844:264.0505|279.0738:264.0504:259.0678|264.0504:279.0738:109.0448|109.0448:264.0505:236.0556|109.0448:140.0495:181.076|83.0291:109.0448:99.0229|83.0291:98.0151:63.0229
CC(c1cccc(c1)C(=O)c2ccccc2)C(=O)O,255.0978:209.093:256.1003|209.0927:210.0959:177.0526|209.0923:177.0518:194.0688;209.0959:105.0334:255.1013;209.0962:105.0333:177.0546|255.1017:209.0961:105.0333|209.0962:105.0335:255.1016|105.0335:209.096:177.0547|105.0336:177.055:209.0961|105.0335:77.0386:103.0542|105.0334:77.0386:103.0542|255.1016:209.0961:105.0333|209.0962:105.0335:255.1015|105.0335:209.0962:177.0547|105.0335:177.0546:209.0961|105.0335:77.0386:103.0542|105.0335:77.0386:103.0542|209.0961:105.0335:177.0545;105.0335:209.0963:177.0548|105.0335:77.0386:103.0543|209.096:105.0334:177.0547|209.096:105.0335:177.0548
Cc1cccc(c1C)Nc2ccccc2C(=O)O,224.105:242.1159:241.108|224.1032:225.1082:223.095|224.1032:209.0789:225.1022|209.0799:208.0663:180.0734|180.0777:208.073:209.0751;224.107:209.0836:242.1176;224.1071:223.0993|242.1177:224.1071:241.1096|224.1071:242.1174:223.1|224.107:209.0835:223.0999|224.1071:209.0835:208.0757|209.0836:224.1068:208.0757|209.0834:180.0807:208.0757|242.1176:224.107:241.1097|224.1071:242.1175:223.0993|224.1071:209.0835:223.0993|224.1071:209.0836:208.0756|209.0835:224.107:208.0756|209.0836:180.0809:208.0758|224.1071:223.0993;224.1071:209.0839:222.0918|209.0837:224.1072:180.081|224.107|224.1069
Cc1cnc(s1)/N=C(/C2=C(c3ccccc3S(=O)(=O)N2C)O)\O,352.0414:353.0446:115.0281|141.0059:115.028:352.0386|141.0056:115.0275:142.0084|141.0057:115.0279:152.9936|141.0057:115.0281:152.9946
c1cc(cc(c1)Nc2c(cccn2)C(=O)O)C(F)(F)F,265.0649:283.0764:266.0673|265.0531:245.0481:217.049|145.0198:217.049:168.0613;283.0688:265.0581:145.0261|283.0689:265.0584:263.0629|265.0583:283.0689:245.0523|265.0583:245.0522:217.0573|265.0584:245.0522:145.026|145.026:168.0682:217.0573|145.026:140.0495:123.0353|75.0229:140.0495:113.0388|75.0229:74.0151:113.0386
c1cc(cc(c1)Nc2c(cccn2)C(=O)O)C(F)(F)F,265.0649:283.0764:266.0673|265.0531:245.0481:217.049|145.0198:217.049:168.0613;283.0688:265.0581:145.0261|283.0689:265.0584:263.0629|265.0583:283.0689:245.0523|265.0583:245.0522:217.0573|265.0584:245.0522:145.026|145.026:168.0682:217.0573|145.026:140.0495:123.0353|75.0229:140.0495:113.0388|75.0229:74.0151:113.0386
Cc1c(cccc1Nc2c(cc(cn2)O)C(=O)O)C(F)(F)F,313.0739:295.0637:314.0779|295.0635:313.0735:296.0676|295.0632:280.036:226.0645|280.0367:252.0428:295.0641
CCCCC1C(=O)N(N(C1=O)c2ccccc2)c3ccccc3,309.1551:310.159:311.1531|294.1489:307.1573:295.1542|309.1658:294.1485:266.1303|266.1308:279.1254:171.0835|266.1306:279.1256:276.1148;309.1597:190.1227:188.107|120.0444:188.1071:309.1599|120.0445:92.0495:160.1122|92.0495:65.0386:120.0445|92.0495:65.0386:95.0492|65.0386:92.0495:95.0492|65.0386:95.0492:105.0448|65.0386:95.0492:77.0386|51.023:65.0386:50.0152
c1ccc(c(c1)CC(=O)OCC(=O)O)Nc2c(cccc2Cl)Cl,354.029:278.0061:250.0104|215.0426:250.0104:252.0035|215.0419:214.0349:217.0391|215.0411:216.0338:217.0388|214.034:216.0328:215.0393
COC(=O)Nc1[nH]c2ccc(cc2n1)C(=O)c3ccc(cc3)F,314.0937:315.0969:316.0987|282.0669:314.0935:283.0696|282.0669:283.0699:123.0236|282.068:123.0239:283.0712|123.0237:282.0672:159.0425;314.0935:282.0671|282.0674:314.0935|282.0674:123.0241:314.0935|282.0674:123.0241:123.0351|123.0242:123.0351:282.0675|123.0352:123.0242:113.0398|123.0353:75.0229:113.0398|75.0229:123.0354:74.0151|75.0229:74.0151:77.026
COC(=O)Nc1[nH]c2ccc(cc2n1)C(=O)c3ccccc3,296.103:297.1063:264.0768|264.0767:296.1031:265.0806|264.0765:265.0798:296.1045|264.0775:265.0804:186.0295|264.0777:159.0424:160.0496;264.0768:296.103:105.0335;296.1031:264.0767|264.0769:296.1031:105.0331|264.0769:105.0336:296.1033|264.0769:105.0336:95.0492|105.0336:264.077:95.0492|105.0336:95.0492:105.0448|95.0492:105.0448:77.0386|105.0448:95.0492:77.0386|51.023:50.0152:77.026
COC(=O)Nc1[nH]c2ccc(cc2n1)S(=O)c3ccccc3,316.0746:317.0779:318.0731|316.075:191.0685:284.0488|159.0417:191.0687:267.0459|159.0422:191.0325:267.0468|159.0421:266.0382:191.0323
Cn1ccnc1S,115.0327:57.0568:56.049|115.0334|115.0317|115.0334:116.0365:117.0293
Cn1ccnc1S,115.0327:57.0568:56.049|115.0334|115.0317|115.0334:116.0365:117.0293
Cc1c(ccc2c1oc(=O)c(c2O)NC(=O)c3ccc(c(c3)CC=C(C)C)O)O[C@H]4[C@@H]([C@@H]([C@H](C(O4)(C)C)OC)OC(=O)N)O,613.2466:218.1042:614.2481|189.0914:190.0942:125.059|189.0929:157.0872:186.0775|189.0928:133.0298:125.0608|189.0931:133.0296:143.0724|189.0925:218.1051:396.148
Cc1c(ccc2c1oc(=O)c(c2O)NC(=O)c3ccc(c(c3)CC=C(C)C)O)O[C@H]4[C@@H]([C@@H]([C@H](C(O4)(C)C)OC)OC(=O)N)O,613.2466:218.1042:614.2481|189.0914:190.0942:125.059|189.0929:157.0872:186.0775|189.0928:133.0298:125.0608|189.0931:133.0296:143.0724|189.0925:218.1051:396.148
Cc1c(ccc2c1oc(=O)c(c2O)NC(=O)c3ccc(c(c3)CC=C(C)C)O)O[C@H]4[C@@H]([C@@H]([C@H](C(O4)(C)C)OC)OC(=O)N)O,613.2466:218.1042:614.2481|189.0914:190.0942:125.059|189.0929:157.0872:186.0775|189.0928:133.0298:125.0608|189.0931:133.0296:143.0724|189.0925:218.1051:396.148
c1cc(cc(c1)NC(=O)Nc2cccc(c2)C3=NCCN3)C4=NCCN4,349.1808:350.1839|349.1815:188.0844:350.185|188.0827:349.1806:162.1034|188.0836:162.1037:189.0865|188.0834:162.1047:145.0407|188.0836:162.1038:349.1797
c1cc(cc(c1)NC(=O)Nc2cccc(c2)C3=NCCN3)C4=NCCN4,349.1808:350.1839|349.1815:188.0844:350.185|188.0827:349.1806:162.1034|188.0836:162.1037:189.0865|188.0834:162.1047:145.0407|188.0836:162.1038:349.1797
C/C(=N\[C@H]1CCc2cc(c(c(c2-c3c1cc(=O)c(cc3)OC)OC)OC)OC)/O,400.1679:401.1714:358.1585|400.1685:358.1578:310.1093|282.115:310.1089:295.0865|267.092:283.0867:311.0853
c1ccc(cc1)[C@H]2CN3CCSC3=N2,205.0766:206.0804:207.0722|205.0762:178.0588:206.0792|178.0585:205.0758:123.0209|178.0585:123.0208:130.0575|130.0575:128.0539:117.0492;178.0688:205.0798:145.0762|205.0796|205.0797:178.0689:91.0539|205.0796:178.0685:146.0964|205.0796:178.0687:146.0966|178.0686:205.0794:123.0263|178.0686:91.0543:123.0264|205.0795|205.0795:178.0693|205.0795:178.0685:146.0965|205.0796:178.0687:146.0965|178.0686:205.0796:123.0264|178.0686:91.0543:123.0263|178.0686:205.0795:145.0761
CN(Cc1cc(cc(c1N)Br)Br)C2CCCCC2,263.8751:261.8769:376.9928|263.8752:261.8773:114.1262|263.8752:261.8763:182.9585|263.8745:261.8776:182.9583
COC(=O)N=NC=C1C=[N+](C2=CC=CC=C2N1O)[O-],263.0729:231.0421:264.0771|231.043:229.0678:175.0435|163.0434:130.0468:129.0389|129.039:171.0374:143.0425|129.039:143.0431:155.0432
CC1=CC(=C2C=CC=NC2=C1N(C)C)CC3=CN=C(N=C3N)N,309.1766:310.1812:294.1529|309.1764:294.1533:266.1303|266.1308:279.1298:171.0825|266.1306:279.1316:276.1148
C[C@H]1/C=C/C=C(\C(=O)NC2=C(C3=C(C4=C(C(=C3O)C)O[C@@](C4=O)(O/C=C/[C@@H]([C@H]([C@H]([C@@H]([C@@H]([C@@H]([C@H]1O)C)O)C)OC(=O)C)C)OC)C)C5=C2N6C=CC(=CC6=N5)C)O)/C,151.0759:754.3421:163.1124|786.3392:787.3482:754.3135|786.3508:787.354:754.3254
C[C@H]1/C=C/C=C(\C(=O)NC2=C(C3=C(C4=C(C(=C3O)C)O[C@@](C4=O)(O/C=C/[C@@H]([C@H]([C@H]([C@@H]([C@@H]([C@@H]([C@H]1O)C)O)C)OC(=O)C)C)OC)C)C5=C2N6C=CC(=CC6=N5)C)O)/C,151.0759:754.3421:163.1124|786.3392:787.3482:754.3135|786.3508:787.354:754.3254
C[C@H]1/C=C/C=C(\C(=O)NC2=C(C3=C(C4=C(C(=C3O)C)O[C@@](C4=O)(O/C=C/[C@@H]([C@H]([C@H]([C@@H]([C@@H]([C@@H]([C@H]1O)C)O)C)OC(=O)C)C)OC)C)C5=C2N6C=CC(=CC6=N5)C)O)/C,151.0759:754.3421:163.1124|786.3392:787.3482:754.3135|786.3508:787.354:754.3254
CCC[C@@H]1C[C@H](N(C1)C)/C(=N\[C@@H]([C@@H]2[C@@H]([C@@H]([C@H]([C@H](O2)SC)O)O)O)[C@@H](C)O)/O,126.1278:407.2237:127.1312;126.1277|126.1278|359.2181:389.2108:126.1278|359.2181:389.2108:126.1278
Cc1c(c(c(c(n1)C)Cl)O)Cl,191.9971:193.9942:193.0003|191.9973:193.9944:157.0282|191.9975:157.0281:193.995|156.0204:128.0256:157.0291
CCOc1cc(ccc1C(=O)OC)NC(=O)C,206.0807:238.1071:207.084|206.0809:164.0701:136.0752|136.0387:164.07:136.0751|136.0388:136.0753:137.0423|136.0388:137.0416:146.0598
C1=CC(=CC=C1/C=N/NC(=N)N/N=C/C2=CC=C(C=C2)Cl)Cl,334.0621:155.0363:336.0594|138.0097:155.0362:178.0162|138.0102:155.037:178.0167|138.0097:123.9948:195.0441
c1ccc2c(c1)nc(n2C3=CCN(CC3)CCCC(=O)c4ccc(cc4)F)O,380.1796:194.0984:381.1827|194.0987:165.0714:195.1012|165.0721:194.099:123.0245|165.0722:123.025:166.075|123.0254:165.0723:166.0759;380.1767:194.0975:165.0708|194.0976:165.071:123.0237|165.071:123.024:194.0977|123.024:165.071:187.0866|123.024:165.0711:113.0397|123.0241:123.035:113.0397|123.0352:123.0242:113.0397|123.0353:75.0229:113.0397|75.0229:74.0151:123.0353
CCN(CC)CC(=O)NC1=C(C)C=CC=C1C,235.18:173.0792:217.1067|134.0957:235.1804:155.0676|134.096:173.1067:122.0959;86.0964:58.0649|235.1805:86.0962|235.1805:86.0964:58.065|86.0965:235.1814:58.0651|86.0965:58.0651|86.0964:58.0651|86.0964:58.0651|235.1805:86.0964|235.1806:86.0964:58.065|86.0965:235.1797:58.0651|86.0964:58.0651|86.0964:58.0651|86.0964:58.0651|86.0964:58.065;86.0965:58.0656|86.0965:58.0656|86.0965:58.0656:134.0968|235.1807:86.0965|86.0965:235.1807;86.0966:235.181:58.0653|86.0966:58.0652|86.0966:58.0652;86.0964:133.0077:235.1807|86.0964:133.0077:134.0965|86.0964:235.1808:133.0078|86.0964:133.0076:179.0131
CC12CCC(CC1CCC3C2C(=O)CC4(C3CCC4(C(=O)CO)O)C)O,347.2253:365.2364:329.2142|329.2137:347.2256:149.0233|329.2175:149.1338:293.1867|149.0262
CCCc1cc(nc(n1)S)O,171.0603:172.0631:154.033|171.0602:154.0334:172.0642|154.0343:171.0615:142.0187
CN[C@H]1CC[C@@H](C2=CC=C(Cl)C(Cl)=C2)C2=C1C=CC=C2,275.0396:277.0365:306.082|158.9751:275.0383:277.0353|158.9751:160.9723:129.0689|158.9751:160.9723:129.0687;158.9762:275.0388:129.0698
CN(C)CC(c1ccc(cc1)OC)C2(CCCCC2)O,278.2126:260.2011:279.2154|260.2006:278.2126:215.1427|121.0639:147.0792:173.0949|121.0643:147.0797:173.0954|121.0643:159.0789:132.056;58.0653:278.2118:260.2013;260.2014:215.1432:121.0643|278.2118:260.2016:58.0651|58.0652:260.2012:278.212|58.0652:121.065:215.1432|58.0652:121.065:147.0807|58.0652:121.0649:147.0805|58.0652:121.065:91.0544|278.212:260.2011:58.0651|58.0652:260.2012:278.2121|58.0652:121.0649:215.1432|58.0652:121.0649:147.0806|58.0652:121.0649:147.0806|58.0652:121.0649:91.0543|260.2011:215.1431:121.0647;278.2119:260.2013:58.0656|58.0656:260.2014:215.1436|58.0656:121.065:147.0808|58.0656:121.065:147.0807|58.0656:121.065:91.0544;58.0653:278.212:260.2014|58.0652:121.0646:215.1431|58.0652:121.0646:91.0541
CN(C)CCC=C1c2ccccc2CCc3c1cccc3,91.0538:278.1909:233.1328;278.1904:91.0542:233.1325;233.1328:117.07:105.07|278.1904:91.054:105.0695|278.1905:233.1325:117.0698|233.1325:105.0699:117.0699|91.0542:105.0699:117.0698|91.0543:105.0699:117.0699|91.0542:203.0854:191.0855|278.1906:233.133:91.0545|278.1904:233.1325:117.0698|233.1326:105.0699:117.0699|91.0542:105.0699:117.0699|91.0542:105.0699:191.0855|91.0543:203.0856:191.0856|233.1326:117.0699:105.0699
Cc1c(c(=O)n2c(n1)CCCC2)CCN3CCC(CC3)c4c5ccc(cc5on4)F,411.226:191.1198|411.2241:191.1199:192.1231|191.1214:411.2246:192.1233|191.1208:192.1237:411.2245|191.1221:192.1236:163.125;191.1178:411.2191:110.06
CN(C)CCCN1c2ccccc2CCc3c1cccc3,86.0966:58.0645:208.1122
CNCCC(c1ccccc1)Oc2ccc(cc2)C(F)(F)F,310.1421:311.1446:148.1114|265.1577:223.1105:247.1476|219.1161:223.1112:265.1574|204.0926:219.1156:218.1075|204.0923:194.071:167.0847;310.1417:148.1123;148.112|310.1416:148.112|91.0543|310.1412:148.112|91.0542:117.0699|91.0542:117.0699|148.112;117.0696:91.0543|117.0697:91.054:115.0542|117.0697:91.0542:115.0542|148.112|148.112:117.0694
c1ccc(c(c1)C2=NC(C(=O)Nc3c2cc(cc3)Cl)O)Cl,99.0425:57.0687:55.0175;275.0137:321.0193:303.0087;321.0192:303.0087:275.0138|275.0137:303.0086:321.0191|275.0137:229.0528:303.0086|275.0137:229.0527:163.0057|229.0527:275.0137:163.0057|194.0838:229.0527:163.0057
CN(C)CCCC1(OCC2=C1C=CC(=C2)C#N)C1=CC=C(F)C=C1,325.1715:326.1748:327.1772|325.1711:262.1019:326.174|262.102:234.0698:325.17|234.0709:247.0788:166.0641|247.0777:227.0725:166.0642;262.1028:109.0448:280.1131|325.1713:109.0444|325.1711:262.1026:109.0448|109.0448:262.1025:325.1713|109.0449:234.0715:247.0792|109.0448:247.0791:234.0712|109.0449:246.0713:116.0495|325.1712|325.1711:262.1025:109.0447|109.0448:262.1024:325.1705|109.0448:234.0712:247.079|109.0448:247.079:234.0712|109.0448:246.0712:116.0495|262.1026:109.0448:280.113;109.0449:234.0718:262.1031|109.0448:246.0715:247.0793|262.1031:325.1716:109.0449|262.1029:109.0448:280.1135
c1ccnc(c1)C2=NCC(=Nc3c2cc(cc3)Br)O,316.0089:318.0069:209.0946;316.0078:288.0137|316.0078:288.013:209.0948|209.0947:182.0838:316.0079|182.0838:209.0947:208.0869|182.0838:208.0869:181.076|181.0759:182.0838:208.0869|181.0759:154.0651:104.0494|179.0603:154.0651:104.0494|179.0603:95.0491:126.0464
CCC1(C(=NCN=C1O)O)c2ccccc2,162.0908:119.0848:91.054;162.0913:91.0542:119.0855;162.0915:174.0915:119.0855|219.1129:162.0914:174.0913|162.0914:119.0855:91.0542|91.0542:162.0912:119.0854|91.0542:117.0698:162.0912|91.0542:117.0699:106.0651|91.0542:117.0698:115.0542|219.1128:162.0913:174.0913|162.0913:119.0855:91.0542|162.0912:91.0542:119.0854|91.0542:117.0698:162.0913|91.0542:117.0698:106.065|91.0542:117.0698:115.0541|162.0913:174.0912:119.0854;91.0543:162.0916:117.07|91.0543:117.07:106.0652|162.0915:174.0915:119.0856|162.0916:174.0916:119.0857
Cc1cc2c(s1)Nc3ccccc3N=C2N4CCN(CC4)C,313.15:314.1526:315.1487|313.15:256.0916:314.1523|256.0919:213.0493:282.1074|256.0924:198.0258:213.0495|198.0262:169.0773:213.0494
c1cc(ccc1[C@@H]2CCNC[C@H]2COc3ccc4c(c3)OCO4)F,330.1505:192.1182:70.0642;330.1501:70.0652:192.1183
CN(C)CCCN1c2ccccc2CCc3c1cc(cc3)Cl,86.0966:58.0644:242.0732;315.1624:86.0965:58.065|86.0964:58.0652:315.1625|86.0964:58.0652:242.0733|58.0652:86.0965:242.0733|58.0652:86.0965:227.0499|58.0652:86.0965:227.0499|58.0652:191.0731:192.0809|58.0652:191.0731:165.0701|58.0652:190.0653:163.0544
c1cc(c(c(c1)Cl)Cl)c2c([nH]c(=N)nn2)N,256.0157:258.0126:257.0182;256.0146:210.9824:220.0384|256.0154|256.0155|256.0154:210.9825:186.9824|256.0149:210.9824:186.9824|256.015:210.9823:186.9823|172.9668:156.9607:158.9763|256.0154|256.0154|256.0154:210.9824:166.0292|256.0153:210.9824:171.9715|256.0152:210.9825:186.9824|172.9668:156.9607:158.9763|256.015:210.9824:220.0384
CN(C)CC/C=C\1/c2ccccc2COc3c1cccc3,280.1697:107.05:235.1116
CC(=O)Oc1ccc2c3c1O[C@@H]4[C@]35CCN([C@H](C2)[C@@H]5C=C[C@@H]4OC(=O)C)C,370.1678:371.17:372.1723|370.1678:371.1704:372.1719|370.1675:371.1701:268.1342|211.0758:268.1335:370.1673|165.0699:191.0851:211.0755
c1ccc(cc1)C2=NCC(=Nc3c2cc(cc3)[N+](=O)[O-])O,282.0883:268.0854:236.0947;282.0872|282.0872:236.0944:268.0843|236.0944:282.0872:268.0843|236.0944:180.0807:207.0917|180.0807:207.0917:236.0944|180.0807:207.0917:190.0651|152.0621:180.0807:190.0651|152.062:163.0542:169.0648|152.062:169.0648:150.0464
CC(Cc1ccccc1)N,119.0859:136.1124:120.0892|119.085;119.0857:91.0543:136.1122|119.0856:136.1122:91.0543|91.0543:119.0856:136.1122|91.0544:119.0855:136.1118|91.0543:119.0854:65.0385|91.0544:65.0384|91.0543:65.0386|119.0856:136.1122:91.0543|91.0543:119.0856:136.1122|91.0543:119.0856:136.1122|91.0543:119.0856:65.0386|91.0543:119.0858:65.0386|91.0543:65.0386:119.0861|119.0856:91.0543:136.1122
C/N=C\1/C[N+](=C(c2cc(ccc2N1)Cl)c3ccccc3)[O-],282.08:283.0866:227.0498
CCOC(=O)C1=C(NC(=C(C1c2ccccc2Cl)C(=O)OC)C)COCCN,238.0632:294.0898:208.0606
CCC(=O)N(C1CCN(CCC2=CC=CC=C2)CC1)C1=CC=CC=C1,337.2283:338.2312:339.2338|337.2283:188.1427:338.2312|188.1428:337.2283:189.1459|188.1428:132.08:134.0956|132.0801:188.1429:134.0955;337.2271:188.143:105.07|188.1432:337.2271:105.0697|188.1433:105.0699:134.0964|105.0698:188.1433:132.0807|105.0698:79.0542:103.0542|105.0698:79.0542:103.0542|105.0698:79.0542:103.0542|95.0491:79.0542:105.0447|95.0491:105.0447:51.023
c1ccc(c(c1)C2(CCCCC2=O)N)Cl,125.0155:207.0575:127.0123
C[C@H]([C@H](c1ccccc1)O)N,134.0954:117.0689:115.0528
CN1CCN2C(C1)C1=C(CC3=C2N=CC=C3)C=CC=C1,266.1652:267.1683:195.901|266.1651:195.0912:267.1683|195.0908:209.1063:266.1643|195.0911:209.1069:180.0798|195.0907:168.0792:180.0795;266.1648:72.0807:195.0914|266.1648:72.0806:195.0915|195.0915:72.0807:209.1071|195.0915:72.0807:209.1071|195.0915:72.0807:194.0837|195.0914:194.0837:72.0807|194.0837:167.0728:193.0759|193.0759:65.0385:166.065|139.0541:65.0385:166.065
CCC(=O)N(c1ccccc1)C2CCNCC2,233.1648:177.1376:235.1704|233.1643:150.0902:177.1376|150.0901:177.1376:132.0797|150.0904:132.0796:120.0808|150.0897:130.0653:132.0801;233.1645:84.0807:177.1384|84.0807:233.1645:177.1384|84.0806:56.0494:233.1646|84.0807:56.0494:55.0542|84.0807:55.0542:56.0494|55.0542:56.0494:84.0807|55.0542:56.0494:94.0651|55.0542:56.0494:53.0386|55.0542:56.0494:53.0386
CN1CCN2C(C1)C1=CC=CC=C1CC1=CC(O)=CN=C21,282.1601:283.1633:284.1661|282.1601:211.0859:283.1633|211.086:225.1018:212.089|211.0861:212.0891:225.1017|211.0858:212.0891:235.086;282.1597:72.0807:211.0865|282.1597:72.0807:211.0864|211.0864:72.0807:282.1598|211.0864:72.0807:225.102|211.0864:72.0807:210.0787|210.0786:211.0864:166.065|210.0786:181.0758:115.0541|115.0541:139.0541:154.065|139.0541:115.0541:89.0385
CN1C2=C(C=C(Cl)C=C2)C(=NC(O)C1=O)C1=CC=CC=C1,301.0738:303.0714:302.0765|255.0685:283.0632:257.0653|255.0679:257.0652:256.071|255.0679:257.065:193.0875|255.068:177.0205:193.0876;255.0683:301.0739:283.0633
CC1=NC=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4F,326.0891:328.085:327.0908|326.0894:327.0912:291.1188|326.0888:291.1192:328.0858|291.1195:209.0653:249.0845|249.0847:223.081:209.0654;326.0857:291.1155:325.0767|326.0856:291.1168:244.0326|291.1167:326.0857:244.0326|291.1168:249.0824:209.0637|291.1168:249.0825:209.0637|249.0824:222.0715:209.0637
CC(Cc1ccccc1)NC,91.055:92.0577:119.0863;91.0543:119.0856:150.1279|91.0543:119.0857:150.1278|91.0543:119.0856:150.1278|91.0543:119.0856:65.0385|91.0543:65.0386:119.0857|91.0543:65.0387
