SMILES,FRAGMENTS
FC1=CC=C(NC(=O)C2=C(OC3=CC=CC(=C3)C(F)(F)F)N=CC=C2)C(F)=C1,266.0423:395.0815:246.0361;266.0421:375.0746:246.0359|395.0812|266.042:395.0807:375.0753|266.042:246.0357:233.0525|266.0419:246.0355:238.0469|238.0471:218.041:183.0417|218.0406:169.0523:190.046|395.0807:219.0477|266.042:395.0808:375.0741|266.0421:246.0358:233.0518|266.0419:238.0473:246.0358|238.0473:218.0411:266.0421|218.0411:183.0417:169.0522|266.0422:375.0745:246.0358;266.0425:246.0363:238.0476|218.0412:238.0475:183.0416|266.0423:375.0751:246.0362|266.0424:375.0753:246.0364
S(=O)(=O)(C)O-c(ccc1O2)cc1C(C2OCC)(C)C,121.0648:161.0597:122.0682;259.0638:241.0531:121.0649|259.0636:287.0948:121.0649|121.065:259.0637:161.0599|121.0649:161.0598:162.0676|121.0648:161.0597:133.0648|121.0649:105.07:133.065|105.0699:103.0543:91.0543|259.0636:287.0947:121.0649|121.0649:259.0636:161.0599|121.0649:161.0598:162.0676|121.0649:161.0598:133.0649|121.0649:105.0699:133.0648|105.0699:103.0543:91.0543|259.0636:241.053:121.0649;121.0647:161.0597:133.0648|105.0698:121.0647:103.0542|259.0636:241.053:121.0648|259.0636:121.0648:241.0531
CS(=O)(=O)Oc1cc2c(cc1)OC(=O)C2(C)C,177.0549:229.053:178.0626|257.0482:177.055:178.0617|257.0478:177.0546:229.0527|177.0547:201.0216:229.0528|177.0547:149.0597:201.0216|149.0598:123.044:121.0648|103.0543:79.0543:77.0386|257.0479:177.0544:229.052|257.0476:177.0546:229.0528|177.0545:201.0215:178.0624|177.0544:149.0596:201.0215|149.0596:123.0441:121.0648|103.0542:79.0542:123.044|177.0546:229.0527:178.0623
n1cc(C(F)(F)F)cc(Cl)c1Nc1c([N+]([O-])=O)c(Cl)c(C(F)(F)F)cc1[N+]([O-])=O,NA
CCN(CC)C(=O)C(C)OC1=CC=CC2=CC=CC=C21,272.1643:199.0746:273.1675|171.0797:129.114:199.0746|171.0796:129.1139:143.0844|171.0797:143.0847:153.0686|128.0611:153.0681:127.0533;199.0756:171.0806:128.107|272.1646:199.0755:74.0964|129.1149:171.0805:199.0753|171.0806:129.1149:58.0651|171.0805:58.0651:72.0808|58.0651:72.0808:171.0804|58.0651:128.062:72.0807|272.1645:199.0753:74.0964|129.1148:171.0805:199.0755|171.0805:129.1148:58.0651|171.0805:58.0651:72.0808|58.0651:72.0808:171.0804|58.0651:128.0621:72.0808|199.0754:171.0805:128.107
CC(C(=O)OCCON=C(C)C)OC1=CC=C(C=C1)OC2=CN=C3C=C(C=CC3=N2)Cl,371.0784:299.0581:144.1014|444.1311:100.0756:371.0786|100.0757:299.0578:56.0494|100.0757:299.0577:56.0494|70.0651:100.0757:56.0494|70.0651:56.0494:163.0058|70.065:192.068:163.0056|444.1312:100.0757:371.0788|100.0757:299.0579:56.0494|100.0757:299.0578:56.0494|100.0757:70.0651:255.0317|70.0651:56.0494:163.0056|70.0651:163.0057:192.0681|371.0787:299.0578:144.1017
[O-][N+](=O)c1cc(cc([N+]([O-])=O)c1N(CCC)CCC)C(F)(F)F,336.117|336.117
COC(=O)C1=C(C=CS1)S(=O)(=O)NC(=O)NC1=NC(C)=NC(OC)=N1,388.0378:167.0553:389.0404|167.0553:141.0761:204.9613|167.0552:204.9611:141.076|167.0556:204.9611:141.0764|167.0552:204.9614:125.9764;167.0564:141.0771:204.9625|167.0564:388.0381:141.0771|167.0564:204.9624:141.0772|167.0565:204.9625:141.0772|167.0564:204.9625:141.0772|125.977:167.0563:204.9624|125.977:97.9821:83.0239|167.0563:388.0379:141.0771|167.0563:204.9624:141.0771|167.0563:204.9624:141.0772|167.0563:204.9623:141.0771|125.977:167.0563:204.9623|125.977:97.9821:83.024|167.0563:141.0772:204.9625
CC1=NC(OC)=NC(N)=N1,141.0762:121.0383|141.0762:121.0378|141.0774;141.077:57.0446:85.0396|141.0771|141.077:56.0494:57.0445|141.0771:57.0446:100.0504|141.0771:57.0447:100.0505|141.077:57.0446:100.0504|57.0446:141.0771:100.0504|141.077:56.0493:57.0447|141.0769:56.0493:57.0446|141.077:57.0446:100.0504|141.077:57.0447:100.0504|141.0769:57.0446:100.0504|57.0446:141.0769:100.0504|141.077:57.0446:85.0395
COC(C1=C(S(=O)(N)=O)C=CC=C1)=O,199.0061:184.0061:142.9963|199.0059:216.0323:184.0064|199.0058:135.044:184.0061|135.044:199.0058:184.006|135.044:130.0399:77.0386|130.0399:135.044:77.0385|130.0398:77.0385:92.0256|199.0058:216.0323:184.0062|199.0058:135.0439:184.006|135.0439:199.0058:184.0061|135.0439:130.0399:77.0385|130.0399:77.0385:135.0439|130.0399:77.0386:92.0256|199.0058:142.9961:142.0032
c1(c(cccc1)C(OC)=O)S(NC(Nc1nc(nc(n1)C)OC)=O)(=O)=O,167.0564:350.0551:199.0058|167.0565:382.0817:199.0059|167.0564:199.0059:141.0771|167.0563:199.0058:135.044|167.0565:135.0442:141.0771|167.0563:135.044:77.0386|77.0386:69.0084:92.0257|167.0564:382.0815:199.0058|167.0565:199.0059:141.0771|167.0563:199.0057:135.044|167.0564:135.044:141.077|167.0563:135.044:77.0385|77.0386:69.0083:92.0256|167.0564:350.0551:199.0057
O=C(Nc1nc(cc(OC)n1)OC)NS(=O)(=O)c2ncccc2C(=O)N(C)C,366.0502:213.0327:182.0559|182.056:411.1081:213.0327|182.0559:213.0326:106.0286|182.0558:106.0286:156.0769|182.056:106.0287:83.024|106.0287:83.0239:78.0338|78.0338:83.0239:106.0286|182.0558:411.1077:213.0326|182.0557:213.0326:106.0286|182.0559:106.0286:213.0329|182.0559:106.0286:157.0607|106.0288:83.024:78.0339|78.0338:83.0239:106.0286|366.0499:213.0326:182.0558
CCS(=O)(=O)c1cccnc1S(=O)(=O)NC(=O)Nc1nc(OC)cc(OC)n1,325.0965:182.0559:368.1009|432.0642:325.0965:182.0559|182.0559:325.0963:106.0651|182.0559:106.0651:156.0766|182.0559:106.065:83.024|83.024:139.0501:182.0558|83.024:139.0501:106.065|432.0637:325.0961:182.0558|182.0558:325.096:106.065|182.0558:106.065:156.0767|182.0558:106.0651:83.0239|83.024:139.0501:182.0559|83.024:139.0501:157.0606|325.0963:182.0559:251.0154
c1(nc(NC(C)C)nc(n1)OC)NC(C)C,226.166:227.1687:184.1179|226.166:184.1182:142.0714|142.0714:184.1182:226.1658|142.0717:184.1185:143.0737|142.0714:143.0745:125.0454;184.1195:142.0724:226.1663|226.1664|226.1666:184.1189:142.0727|226.1664:184.1195:142.0724|142.0724:184.1193:226.166|142.0725:100.0506:86.0349|142.0723:86.0349:100.0506|226.1662:184.1195:211.1418|226.1663:184.1193:142.0725|226.1662:184.1193:142.0724|142.0723:184.1193:226.1663|142.0724:86.035:100.0506|142.0724:86.0349:100.0506|184.1193:142.0724:226.1661
c1(nc(NC(C)C)nc(n1)SC)NC(C)C,200.0967:158.0497:242.1434|242.1437:158.049|242.1438:200.0966:158.0493|242.1434:200.0967:158.0498|158.0497:200.0965:68.0243|158.0497:68.0244:116.0278|158.0495:68.0243:116.0277|242.1436:200.0967:227.1202|242.1436:200.0965:158.0498|242.1435:200.0966:158.0496|158.0496:200.0965:68.0243|158.0497:68.0244:116.0278|158.0496:68.0244:116.0278|200.0967:158.0496:242.1435;158.0495:200.0964:242.1434|158.0494:116.0275:85.0508|200.0962:158.0495:242.1433|200.0962:158.0494:152.1183
c1(c(c(c(Cl)c(n1)F)N)Cl)OCC(O)=O,236.9626:208.9677:196.9678|254.9732:236.9626:208.968|208.9678:196.9677:236.9623|180.9729:208.9678:196.9678|180.973:196.9679:208.968|180.9729:196.9677:163.0068|146.0042:151.9465:180.9729|254.9731:236.9624:208.9677|208.9678:196.9679:236.9626|180.9729:208.9678:196.9678|180.9729:196.9678:208.9677|180.9729:196.9679:163.0068|146.004:151.9463:180.9728|236.9625:208.9677:196.9676
CC1=C(C(=CC=C1)C)N(C(C)C(=O)OC)C(=O)COC,220.1333:192.1383:160.1121;248.1281:220.1332:192.1383|280.1542:248.1279:220.1332|192.1384:220.1333:160.112|192.1383:160.1121:220.1331|160.112:192.1382:148.112|160.112:134.0963:132.0807|132.0807:134.0964:160.112|280.1544:248.1282:220.1333|192.1384:220.1333:160.1121|192.1383:160.1121:220.133|160.1121:192.1381:148.112|160.1121:134.0964:145.0886|132.0807:134.0963:160.112|248.1282:220.1333:192.1382
CCNC(=O)C(C)OC(=O)NC1=CC=CC=C1,192.0658:164.0708:120.0444|120.0445:192.0657:118.0864|118.0863:120.0444:72.0808|118.0863:120.0444:72.0808|72.0808:120.0445:118.0863|72.0808:120.0444:92.0495|72.0808:92.0496:77.0386|120.0444:192.0656:118.0863|118.0863:120.0444:72.0808|118.0863:120.0444:72.0808|72.0808:120.0444:118.0862|72.0808:120.0444:92.0495|72.0808:92.0495:77.0386|192.0657:164.0707:118.0863
NC1=NC2=C(C=CC=C2)N1,134.0716:135.0745|134.0716:135.0746:133.0633|134.0704:133.0627:135.0734|134.0702:133.0625:117.0439|133.063:134.071;134.0711|134.0712|134.0712|134.0713|134.0712:92.0493:93.0575|134.0713:92.0495:107.0603|134.0712:92.0494:107.0603|134.0712:133.0637|134.0712|134.0712:92.0495|134.0712:92.0494:93.0573|134.0712:92.0494:107.0603|134.0712:92.0494:107.0603|134.0711;134.0713:92.0495|134.0713:92.0495:65.0387|65.0389:92.0494:80.0494;134.0711:92.0494|134.0711:92.0494
N1(C(C(C)(C)CO1)=O)Cc1c(cccc1)Cl,125.0153:240.0786:128.0706;125.0153:128.0706:100.0757|240.0787:125.0149:128.0704|125.0152:240.0787:128.0707|125.0153:240.0797:89.0386|125.0153:89.0386|125.0153:89.0385:98.9996|125.0153:89.0386:98.9996|240.0787:125.0151:128.0706|125.0153:240.0787:128.0705|125.0153:240.0786:73.0648|125.0153:89.0387:98.9997|125.0153:89.0386:98.9996|125.0153:89.0386:98.9996|125.0153:128.0706:100.0757;125.0151:240.0783:89.0384|125.0151:89.0385:98.9995|125.0151:128.0704:240.0785|125.0151:128.0704:100.0756
c1c(OC(Nc2ccccc2)=O)cccc1NC(OCC)=O,182.0802:136.0383:183.083|136.0385:154.0491:182.0799|136.0383:154.0486:182.0797|136.0384:154.0487:137.0411|136.0383:137.0422:154.0486;182.0813:136.0393:154.0497|182.0811:136.0393:154.0499|136.0392:154.0498:182.081|136.0393:154.0499:108.0444|136.0393:108.0443:154.0499|136.0393:108.0444:121.0395|108.0443:65.0385:121.0395|182.0812:136.0393:154.0499|136.0392:154.0498:182.0811|136.0392:154.0498:108.0443|136.0392:108.0443:154.0498|136.0393:108.0443:121.0395|108.0443:121.0396:65.0385|182.0812:136.0392:154.0497
CC1CN(CC(O1)C)CC(C)CC2=CC=C(C=C2)C(C)(C)C,304.2637:147.1168:130.1227;130.1226:147.1168:116.1069|304.2634|304.2634|304.2632:147.1168:130.1226|147.1169:98.0964:304.2631|147.1169:132.0934:98.0965|132.0933:117.0698:119.0855|304.2634:147.1172|304.2634|304.2634:147.1168:130.1226|147.1168:304.2644:98.0964|147.1168:132.0933:119.0855|132.0933:117.0698:147.1168|130.1226:147.1168:116.107
CC(C(=O)O)OC1=CC=C(C=C1)OC2=NC=C(C=C2)C(F)(F)F,282.0737:256.0578:255.05|328.079|328.0788:282.0735:255.05|282.0735:254.0786:255.05|238.0473:91.0543:254.0423|238.0473:91.0543:254.0424|254.0422:91.0542:164.0317|328.0791:282.0747|328.0789:282.0736:255.0499|282.0736:254.0786:255.05|238.0474:91.0542:254.0423|238.0474:91.0543:254.0423|254.0422:91.0542:164.0318|282.0735:256.0577:255.0499
c1ccccc1Nc1nc(C2CC2)cc(C)n1,226.134:210.1025:144.0808|226.134|226.1342|226.134:108.0808:133.0759|226.1342:108.0808:133.0761|226.1344:108.0808:93.0573|93.0573:226.1348:108.0808|226.1339|226.134|226.1339:108.0808:185.1074|226.1341:108.0809:133.0761|226.1341:108.0808:93.0574|93.0573:108.0808:91.0542|226.1339:210.1025:185.1073
C(C1)C1C(O)=C(C(=O)CC2C(=O)O)C(=O)C2,157.0496:139.039:207.0653|225.0758:69.0335:139.039|225.0755:69.0335:111.044|69.0335:111.0441:165.0183|69.0335:111.044:85.0284|85.0285:69.0336:111.0441|85.0284:69.0335:99.0076|225.0758:69.0335:139.039|225.0758:69.0335:111.044|69.0335:111.044:165.0182|69.0335:111.044:85.0284|85.0284:69.0335:111.044|85.0284:69.0335:99.0077|157.0496:139.039:207.0653
CCOC(=O)C1CC(=O)C(=C(C2CC2)O)C(=O)C1,207.0652:185.0809:179.0702|253.107:207.0651:185.0808|207.0652:69.0335:253.1069|69.0335:165.0182:139.0389|69.0335:137.0233:139.0389|69.0335:68.9971:111.044|69.0334:68.997:111.0439|253.1071:207.0652:185.0809|207.0652:69.0335:253.107|69.0335:165.0183:139.039|69.0335:137.0232:139.0389|69.0335:68.9971:111.044|69.0335:68.9971:111.044|207.0652:185.0809:179.0702
Cc1ccccc1OCc1ccccc1\C(=N/OC)C(=O)OC,267.1011:282.112:206.081|222.091:116.0496:282.1128|222.091:116.0494:131.0729|116.0493:131.0729:222.0909|131.0729:116.0493:194.0962|116.0491:131.0727:89.0384|116.0494:89.0384:131.0733|222.0911:116.0493:132.0807|222.0911:131.0728:116.0494|131.0728:222.0908:116.0494|116.0493:131.0729:222.0911|131.0729:116.0493:130.065|116.0493:89.0385:130.065|267.101:282.1119:206.0808
c1(S(NC(OC)=O)(=O)=O)ccc(N)cc1,156.0114:188.0375:108.0443|156.0114:231.0433:108.0443|156.0113:108.0443:92.0494|108.0444:156.0114:92.0495|108.0443:92.0495:65.0385|92.0495:108.0443:65.0385|92.0495:65.0386:108.0444|156.0114:231.0433:108.0444|156.0115:108.0444:92.0495|108.0443:156.0114:92.0494|108.0444:92.0495:65.0385|92.0494:108.0443:65.0385|92.0495:65.0386:108.0444|156.0114:188.0375:108.0443
COc1nc(NCC)nc(NC(C)C)n1,170.1038:212.1513:114.0662|212.1505|212.1505:170.1035|212.1506:170.1038:96.0556|170.1037:212.1504:100.0506|170.1036:100.0505:142.0723|100.0506:68.0243:69.0083|212.1505:170.1033|212.1507:170.1037|212.1507:170.1038:96.0557|170.1037:212.1506:100.0506|170.1036:100.0506:142.0723|100.0505:68.0243:69.0083|170.1037:212.1505:114.0661
c1(cc(c(Cl)cc1)Cl)NC(N(OC)C)=O,159.9716:182.0241:249.0193;182.0243:159.9716:187.9664|249.0193:182.0243:159.9715|159.9715:182.0241:249.0189|159.9716:182.0242:160.9793|159.9716:160.9793:182.0241|132.9606:159.9716:160.9794|132.9606:160.9793:125.0026|249.0193:182.0241:159.9715|159.9716:182.0242:249.0191|159.9716:182.0242:160.9793|159.9715:160.9793:182.0241|132.9606:159.9714:160.9793|132.9606:160.9793:125.0026|182.0241:159.9715:187.9663;159.9715:182.0242:160.9794|132.9606:160.9794:125.0027|182.0241:159.9715:187.9664|182.024:159.9715:187.9665
C(N(C)C)(Nc1ccc(Cl)cc1)=O,72.0444:199.0637|199.0634:72.0443|199.0635:72.0444:154.0056|72.0444:199.0629:126.0105|72.0444:126.0104:154.0054|72.0444:126.0105:154.0054|72.0444:126.0104:98.9994|199.0633:72.0443|199.0633:72.0444:154.005|72.0444:199.0634:126.0105|72.0444:126.0104:154.0053|72.0444:126.0105:98.9996|72.0444:126.0105:98.9996|72.0444:199.0628
C1(Oc2c(cccc2O1)c1c(c[nH]c1)C#N)(F)F,NA
CC(C)(C1=CC=C(O)C=C1)C2=CC=C(O)C=C2,201.0794:159.1163:95.0853|229.1215:201.079:95.0855|229.1217:109.1014:201.0793|229.1216:219.09:95.0856|95.0854:81.0698:109.1015|95.0855:81.07|159.1167:169.0859:147.1165
c12c(nn[nH]1)cccc2,120.0545:121.0582:65.0384|120.0549:65.0384:92.0494;120.0556:65.0387:92.0495;120.0556:92.0495:65.0387;120.0556:92.0494:65.0384|120.0557|120.0556:65.0386:92.0495|120.0556:92.0495:65.0385|120.0556:92.0494:65.0385|120.0556:65.0385:92.0494|120.0556:65.0386:92.0495|120.0556:92.0498|120.0556:65.0384:92.0497|120.0556:65.0385:92.0494|120.0555:92.0494:65.0385|120.0555:65.0385:92.0494|120.0555:65.0386:92.0495|120.0556:92.0494;120.0548:65.0379:92.0486|65.038:120.0546:92.0485|65.0379:39.0217:51.0218;120.0559:92.0498|120.056:92.0497|120.0559:92.0496:65.0386|92.0497:65.0386;92.0493:120.0554|92.0494:65.0384:120.0551
c12c(cc(C)cc2)nn[nH]1,134.0715:135.0746|134.0713:135.0742;134.0713:79.0543:106.0651;134.0712:79.0542:106.0651;134.0713:106.0651:79.0542|134.0714|134.0713:77.0386:79.0543|134.0715:106.0653:79.0543|134.0713:79.0543:106.0652|134.0714:79.0543:77.0386|134.0713:77.0386:79.0542|134.0713:79.0544|134.0714:106.0651:79.0544|134.0714:106.0651:79.0542|134.0713:79.0543:106.0652|134.0713:79.0543:77.0386|134.0713:77.0386:79.0543|134.0713:106.0652:79.0542;134.0713:79.0543:77.0386|77.0387:79.0543:134.0712|77.0387:51.0227:53.0385
CC(C)NCC(O)COc1ccc(cc1)CC(N)=O,267.1709:74.0597:190.0866|267.1703:190.0857:225.123|145.0637:190.0853:178.0853|145.0638:146.067:134.0593|145.0636:117.0685:134.0599;225.1234:190.0863:208.0968|267.1704|267.1705:225.1229:190.086|267.1703:190.0862:145.0648|145.0647:74.06:190.086|145.0647:133.0648:74.06|145.0647:133.0648:107.0491|267.1703|267.1706:225.1234:190.0862|267.1704:190.0862:145.0648|145.0648:74.06:190.0862|145.0647:133.0647:74.06|145.0647:133.0647:107.0491|225.1234:190.0863:208.0968;267.1709:190.0864:225.1237|267.1709:74.0603:190.0865|56.0495:145.0648:74.0603;145.0649:190.0865:74.06|145.0649:133.0649:74.0601|190.0866:225.1238:208.0972|190.0865:225.1237:208.0972
CC(C)NCC(C1=CC=C(C=C1)NS(=O)(=O)C)O,255.1164:176.1302:213.0702|255.1166:273.1272:213.0688|255.1164:213.0694:176.1308|213.0693:133.076:255.1161|133.0761:134.0839:213.0693|133.0761:106.0652:134.0839|133.0761:106.0652:107.073|255.1164:273.1269:213.0687|255.1162:213.0693:176.1307|213.0693:133.076:255.1162|133.0761:134.0839:213.0693|133.0761:106.0652:134.0838|133.0761:106.0652:107.073|255.1164:213.0689:176.1301;255.1165:213.0694:273.1271|213.0695:133.076:255.1165|133.076:106.0652:107.0729
CC(C)NCC(COC1=CC=CC2=CC=CC=C21)O,260.1659:74.0597:72.0803;260.1645:116.107:183.0805;183.0805:116.107:157.0647|260.1646:116.1068|260.1647:116.1069:183.0803|116.1069:183.0803:260.1645|155.0855:116.1069:74.0601|155.0855:74.06:129.0698|155.0603:129.0698:74.0601|260.1646:116.1068|260.1647:116.107:183.0804|116.1069:183.0803:260.1639|155.0854:74.06:116.1069|155.0854:74.06:129.0697|129.0698:155.0602:56.0494|183.0804:116.107:157.0648
COCCC1=CC=C(OCC(O)CNC(C)C)C=C1,268.1923:74.0597:72.0804;191.1067:116.107:218.1538|268.191|268.1904:116.107:191.1069|268.1904:116.107:74.0601|133.0647:74.06:121.0647|133.0649:121.0648:74.06|103.0542:105.0698:121.0647|268.1909|268.191:116.107:191.1066|268.1908:116.1071:74.0601|133.0648:74.0601:121.0648|133.0648:121.0648:105.0699|103.0542:105.0699:91.0542|191.1067:116.107:218.1539;268.1912:116.107:72.0807|268.1911:74.0602:72.0808|56.0495:74.0602:103.0543;133.0649:116.1071:121.0649|103.0543:105.0699:121.0648|268.1911:191.1069:116.1071|191.1069:116.1071:159.0806
NC1=CC=C(C=C1)S(=O)(=O)NC2=NC=CC=N2,251.0596:156.0106:252.0616|156.0108:251.0607:176.0121|156.011:185.0823:176.013|185.0824:156.0113;156.0114:108.0443:92.0494|251.0597:156.0111:92.0493|251.0595:156.0113:108.0443|156.0113:108.0444:92.0495|108.0443:92.0494:96.0556|108.0443:92.0494:65.0385|92.0494:108.0443:65.0385|251.0597:156.0111:108.0441|251.0596:156.0114:108.0444|156.0114:108.0444:92.0495|108.0444:92.0494:96.0556|108.0444:92.0495:65.0386|92.0495:108.0443:65.0386|156.0114:108.0444:92.0494
c1(S(Nc2nc(cc(n2)C)C)(=O)=O)ccc(N)cc1,204.0445:156.0117:124.0872|204.0431:279.0909:156.0104|124.0861:204.0429:156.0106|124.0862:213.1121:204.0427|124.0859:213.1122:125.0891|279.0908:156.0098:186.0319;279.091:204.0437:124.0869;186.0333:204.0437:124.0869|279.0911:186.0342:149.0238|279.091:186.0332:204.0438|124.0869:186.033:156.0113|124.0869:108.0444:92.0495|124.0869:108.0444:92.0495|124.0869:108.0443:92.0494|279.0911:186.0338:149.0233|279.091:186.0331:124.0869|124.087:186.0332:108.0444|124.0869:108.0444:92.0495|124.0869:108.0444:92.0495|124.0869:92.0495:108.0444|186.0333:204.0437:124.0869;124.087:108.0444:92.0495|124.087:92.0495:108.0445|186.0334:279.0913:204.044|186.0333:204.044:124.0871|208.0176:146.0687:127.0059|208.0176:146.0687:226.0282
c1(NS(c2ccc(N)cc2)(=O)=O)cc(nc(n1)OC)OC,156.0107:311.0811:156.0763|156.0105:156.0762:154.0604|154.0604:140.045:156.0761|154.0606:141.0521:140.045;311.0808:156.0767:156.0113;245.1032:156.0768:156.0114|311.0811:156.0117|311.0809:156.0768:156.0114|156.0768:156.0113:108.0444|156.0768:108.0444:92.0495|108.0444:92.0495:156.0767|108.0444:92.0495:65.0386|311.0808:156.0773:108.0443|311.0807:156.0766:156.0113|156.0767:156.0113:108.0443|156.0767:108.0443:92.0494|108.0444:92.0494:156.0766|92.0494:108.0443:65.0385|156.0767:245.1031:156.0113
c1(S(Nc2nccs2)(=O)=O)ccc(N)cc1,156.0113:108.0455:256.0209;156.0115:108.0444:92.0495|256.0209:156.0112:108.0444|156.0113:256.0206:108.0443|156.0114:108.0444:92.0495|108.0444:92.0495:156.0113|92.0495:108.0444:65.0386|92.0495:108.0444:65.0386|256.021:156.0113:108.0443|156.0114:256.0208:108.0444|156.0114:108.0444:92.0495|108.0444:92.0495:156.0113|92.0495:108.0444:65.0386|92.0495:108.0444:65.0386|156.0114:108.0444:92.0494
CCC1C(C=C(C=CC(=O)C(CC(C(C(C(CC(=O)O1)O)C)OC2C(C(C(C(O2)C)OC3CC(C(C(O3)C)O)(C)O)N(C)C)O)CC=O)C)C)COC4C(C(C(C(O4)C)O)OC)OC,916.5356:917.5472|916.5383:917.5427:174.1135|916.5393:917.5431:174.1134|174.1143:916.5382:772.4577|174.1126:175.1151:916.5382|174.1145:175.1173:145.0871;772.4476:754.4355|916.5266|174.1124:83.0491:156.1018|174.1122:83.0491:88.0756|88.0757:83.0491:98.0967|83.049:88.0757:116.0703|83.0491:88.0758|916.5272|174.1124:83.0491:101.0597|174.1124:83.0491:88.0757|83.0491:88.0756:114.0914|83.0491:88.0756:352.9885|83.0491:88.0757:549.5605|772.4473:754.4348:549.5612
CC[C@@H]1[C@@]([C@@H]([C@H](C(=O)[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]2C[C@@]([C@H]([C@@H](O2)C)O)(C)OC)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)O)(C)O)C)C)O)(C)O,158.1168:734.4703:576.3847|158.1167:576.3735|158.1176:159.1204|158.118;576.3749:522.3428:716.4581|734.4682:158.1176|158.1176:83.0491:116.1068|83.0491:158.1173:116.1074|83.0492|83.0491|83.0491|734.4677:158.1178|158.1175:83.0491:116.1071|83.0491:158.1174:116.1068|83.0491:116.0704:116.1074|83.0491:72.0806|83.0491|576.3738:522.3419:716.4577
CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)C(C)[C@@H](O[C@@H]3O[C@H](C)C[C@@H]([C@H]3O)N(C)C)[C@](C)(O)C[C@@H](C)CN(C)[C@H](C)[C@@H](O)[C@]1(C)O,591.4207:573.4099:434.3103|749.5148:375.2698|158.1172:83.049:116.1068|83.0491:158.1174:116.1069|83.049:72.0807:116.1068|83.0491:72.0807:98.0964|83.049:72.0807:98.0963|749.5152:558.5748|158.1173:83.0491:116.1068|83.0491:158.1174:116.1069|83.049:72.0807:116.1068|83.0491:72.0807:98.0963|83.049:72.0807:98.0963|591.4215:573.41:434.3105
CC[C@H]1OC(=O)[C@H](C)[C@@H](OC2CC(C)(OC)C(O)C(C)O2)[C@H](C)[C@@H](OC3OC(C)CC(C3O)N(C)C)[C@@](C)(C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O)OC,590.3894:558.3627:716.4559|158.1176:748.4846:590.3906|158.1176:83.0492:116.1069|83.0491:158.1175:116.0706|83.0491:72.0807:98.0963|83.0491:72.0807:98.0964|83.0492:72.0808:98.0965|158.1175:748.4845:590.3893|158.1176:83.0491:116.1069|83.0492:158.1175:116.0706|83.0492:72.0808:98.0964|83.0491:72.0808:98.0964|83.0491:72.0807:98.0964|590.3896:558.3629:716.4578
CC[C@@H]1[C@@]([C@@H]([C@H](/C(=N/OCOCCOC)/[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]2C[C@@]([C@H]([C@@H](O2)C)O)(C)OC)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)O)(C)O)C)C)O)(C)O,837.5407:838.5444:839.5446|837.5402:679.443:838.5426|158.1184:679.4442:680.4467|158.1184:679.4431:159.1215|158.1184:159.1218:116.1074;679.4371:661.4272:430.2667|679.4356:158.1172:837.5287|158.1175:83.0491:116.1069|83.0491:158.1174:116.1068|83.0491:72.0807:98.0963|83.0491:72.0807:98.0965|83.049:72.0807:98.0964|679.4361:158.1173:837.5348|158.1173:83.049:116.1068|158.1174:83.0491:116.1068|83.049:72.0807:116.1069|83.049:72.0807:98.0963|83.0491:72.0807:98.0962|679.4366:661.4291
N1(c2c(cccc2)C=Cc2c1cccc2)C(N)=O,237.102:238.1052:194.0964|194.0963:237.1021:192.0806|194.0958:193.0873:195.0994|194.0958:193.0882:192.0804|193.088:192.0803:165.0693;194.0963:220.0754:192.0807|237.1022:194.0961:192.0808|237.1022:194.0964:192.0807|194.0964:192.0807:237.1021|194.0963:192.0806:193.0883|194.0962:192.0807:193.0883|193.0884:194.0962:179.0728|237.1021:194.0961:192.0807|237.1022:194.0963:192.0806|194.0963:192.0806:237.1019|194.0964:192.0807:193.0885|194.0963:192.0806:193.0884|193.0884:194.0962:179.0727|194.0963:220.0754:192.0806;194.0965:220.076:192.0811|194.0964:220.0754:192.0809
c1(ccccc1)C2(C(=O)NCNC2=O)CC,162.0908:119.0848:91.054;162.0913:91.0542:119.0855;162.0915:174.0915:119.0855|219.1129:162.0914:174.0913|162.0914:119.0855:91.0542|91.0542:162.0912:119.0854|91.0542:117.0698:162.0912|91.0542:117.0699:106.0651|91.0542:117.0698:115.0542|219.1128:162.0913:174.0913|162.0913:119.0855:91.0542|162.0912:91.0542:119.0854|91.0542:117.0698:162.0913|91.0542:117.0698:106.065|91.0542:117.0698:115.0541|162.0913:174.0912:119.0854;91.0543:162.0916:117.07|91.0543:117.07:106.0652|162.0915:174.0915:119.0856|162.0916:174.0916:119.0857
