SMILES,CAS_RN,DTXSID,FRAGMENTS,All,chlorinated,frag_list,n_fragments
NCC1=CC=CC=C1,CAS_RN: 100-46-9,DTXSID5021839,108.0807:91.0542:67.0543,0,0,"[67.0543, 91.0542, 108.0807]",3
C1=CC=C2N=CC=NC2=C1,CAS_RN: 91-19-0,DTXSID6049432,131.0603:104.0494:71.0492,0,0,"[71.0492, 104.0494, 131.0603]",3
N(C1=CC=CC=C1)C1=CC=CC=C1,CAS_RN: 122-39-4,DTXSID4021975,170.0963:93.0572:92.0494;170.0965:92.0494:93.0571|170.0965:93.0571:92.0494|170.0964:93.0572:92.0495|170.0964:93.0572:92.0495|93.0572:92.0495:170.0963|93.0572:92.0495:65.0386,0,0,"[65.0386, 92.0494, 92.0495, 93.0571, 93.0572, 170.0963, 170.0964, 170.0965]",8
O=S(=O)(C1=CC=CC=C1)C1=CC=CC=C1,CAS_RN: 127-63-9,DTXSID6041892,219.0475:141.0004:95.0491,0,0,"[95.0491, 141.0004, 219.0475]",3
O=S(C1=CC=CC=C1)C1=CC=CC=C1,CAS_RN: 945-51-7,DTXSID0022141,203.0524:186.0497:125.0055,0,0,"[125.0055, 186.0497, 203.0524]",3
O=C1C=C(OC2=CC=CC=C12)C1=CC=CC=C1,CAS_RN: 525-82-6,DTXSID2022048,223.0751:121.0283:178.0775,0,0,"[121.0283, 178.0775, 223.0751]",3
N1C=CN=C1,CAS_RN: 288-32-4,DTXSID2029616,69.0448,0,0,[69.0448],1
O1C=CN=C1,CAS_RN: 288-42-6,DTXSID70182983,70.0288,0,0,[70.0288],1
CC1=C(C(=CC=C1)C)N,CAS_RN: 87-62-7,DTXSID8026307,122.0964:105.0699:107.0729;122.0964:105.07:107.0728|105.0699:79.0542:77.0387|77.0386:51.0227:79.0541;122.0969:105.0703:107.0733|105.0703:122.0969:107.0733|122.0968:107.0733:105.0702|107.0733:105.0702:133.0766,0,0,"[51.0227, 77.0386, 77.0387, 79.0541, 79.0542, 105.0699, 105.07, 105.0702, 105.0703, 107.0728, 107.0729, 107.0733, 122.0964, 122.0968, 122.0969, 133.0766]",16
NC(=O)C1=C(C=CC=C1)[N+]([O-])=O,CAS_RN: 610-15-1,DTXSID0025733,150.0186:78.0338:51.0232,0,0,"[51.0232, 78.0338, 150.0186]",3
C1=CC(=C(C=C1N)Cl)Cl,CAS_RN: 95-76-1,DTXSID7021815,161.9871:127.0183:172.9668,0,1,"[127.0183, 161.9871, 172.9668]",3
CC(=O)C1=CC=C2C=CC3=CC=CC=C3C2=C1,CAS_RN: 2039-76-1,DTXSID9049243,221.0961:179.0855:178.078,0,0,"[178.078, 179.0855, 221.0961]",3
NC1=NNC=N1,CAS_RN: 61-82-5,DTXSID0020076,85.0508:57.0449:58.0401,0,0,"[57.0449, 58.0401, 85.0508]",3
CN(C)C1=CC(Br)=CC=C1,CAS_RN: 66314-77-0,DTXSID70167856,200.0068:184.9834:183.9756,0,0,"[183.9756, 184.9834, 200.0068]",3
C1=CC(=CC=C1N)SC2=CC=C(C=C2)N,CAS_RN: 139-65-1,DTXSID9021344,217.0793:124.0215:200.0528;124.022:200.0537:217.0803|124.022:199.0459:167.0737|217.0802:124.022:200.0537|124.0219:200.0536:184.1004,0,0,"[124.0215, 124.0219, 124.022, 167.0737, 184.1004, 199.0459, 200.0528, 200.0536, 200.0537, 217.0793, 217.0802, 217.0803]",12
CC(=O)NC1=CC=C(C=C1)N,CAS_RN: 122-80-5,DTXSID7024455,151.0865:109.0759:92.0494;109.0764:151.0872:92.0499|109.0764:92.0498:108.0686|109.0763:151.0871:133.0765|109.0764:110.0603:133.0765,0,0,"[92.0494, 92.0498, 92.0499, 108.0686, 109.0759, 109.0763, 109.0764, 110.0603, 133.0765, 151.0865, 151.0871, 151.0872]",12
C1=CC=C(C=C1)N=NC2=CC=C(C=C2)N,CAS_RN: 60-09-3,,198.1025:95.0491:105.0447,0,0,"[95.0491, 105.0447, 198.1025]",3
C1=CC(=CC=C1C(=O)N)N,CAS_RN: 2835-68-9,DTXSID7038814,120.0444:137.0709:94.0651;120.0449:94.0655:137.0716|120.0449:92.0498:94.0655|120.0448:137.0715:94.0655|120.0448:94.0655,0,0,"[92.0498, 94.0651, 94.0655, 120.0444, 120.0448, 120.0449, 137.0709, 137.0715, 137.0716]",9
C1=CC(=CC=C1N)Cl,CAS_RN: 106-47-8,DTXSID9020295,128.026:93.0572:139.0055;128.0266:93.0576:139.0063|93.0576:128.0266:139.0063|93.0575:128.0265|93.0575,0,1,"[93.0572, 93.0575, 93.0576, 128.026, 128.0265, 128.0266, 139.0055, 139.0063]",8
CC(C)C1=CC=C(C=C1)N,CAS_RN: 99-88-7,DTXSID20243932,136.112:94.0651:91.0542;136.112:94.065|136.112:94.0653|136.1119:94.0651|136.1119:94.065:147.092|136.1121:94.0651:91.0542|136.112:94.065:91.0541|94.065:91.0541:136.1119|136.1119:94.0649|136.112:94.065|136.112:94.065:147.0914|136.112:94.0651:91.0541|136.1119:94.065:91.0541|94.065:91.0541:136.1119|136.112:94.0651:121.0884;136.1126:94.0655:91.0546|94.0654:136.1127:91.0546|136.1126:94.0655:121.0892|94.0654:121.0891:105.0338,0,0,"[91.0541, 91.0542, 91.0546, 94.0649, 94.065, 94.0651, 94.0653, 94.0654, 94.0655, 105.0338, 121.0884, 121.0891, 121.0892, 136.1119, 136.112, 136.1121, 136.1126, 136.1127, 147.0914, 147.092]",20
C1=CC=C2C(C=CC3=CC4=CC=CC=C4N=C23)=C1,CAS_RN: 225-51-4,DTXSID9059759,230.0963:229.0881;230.0965:229.0884:228.0801,0,0,"[228.0801, 229.0881, 229.0884, 230.0963, 230.0965]",5
N1C=NC2=CC=CC=C12,CAS_RN: 51-17-2,DTXSID8024573,119.0603:59.0493:92.0494,0,0,"[59.0493, 92.0494, 119.0603]",3
CC1(CC(CC(C1)(C)CN)N)C,CAS_RN: 2855-13-2,DTXSID6027503,154.1589:171.1855:137.1324;154.1596:137.133:95.0859|95.0858:81.0702:137.133|154.1597:89.0713:107.0608|154.1596:89.0714:72.0445,0,0,"[72.0445, 81.0702, 89.0713, 89.0714, 95.0858, 95.0859, 107.0608, 137.1324, 137.133, 154.1589, 154.1596, 154.1597, 171.1855]",13
CN(C)C1=CC=C(C=C1)C(=O)C2=CC=C(C=C2)N(C)C,CAS_RN: 96-98-0,DTXSID2020894,148.0755:269.1647:120.0807;148.0763:79.0546:105.0578|148.0763:105.0577:79.0545|148.0764:91.0547:199.0627|148.0763:91.0547,0,0,"[79.0545, 79.0546, 91.0547, 105.0577, 105.0578, 120.0807, 148.0755, 148.0763, 148.0764, 199.0627, 269.1647]",11
CNC1=CC=CC=C1,CAS_RN: 100-61-8,DTXSID9021841,93.0573:108.0807:91.0542,0,0,"[91.0542, 93.0573, 108.0807]",3
C1=CC=C(C=C1)NC2=CC=CC3=CC=CC=C32,CAS_RN: 90-30-2,DTXSID2025892,220.112:143.0729:92.0494;143.0735:220.1129:92.0498|143.0735:115.0547:128.0626|220.113:143.0736:205.0896|143.0735:205.0894:203.0863,0,0,"[92.0494, 92.0498, 115.0547, 128.0626, 143.0729, 143.0735, 143.0736, 203.0863, 205.0894, 205.0896, 220.112, 220.1129, 220.113]",13
C1=CC2=NC3=CC=CC=C3N=C2C=C1,CAS_RN: 92-82-0,DTXSID2059069,181.0758:111.0231:121.0076,0,0,"[111.0231, 121.0076, 181.0758]",3
C1=CC=NC=C1,CAS_RN: 110-86-1,DTXSID9021924,80.0494:96.0443,0,0,"[80.0494, 96.0443]",2
CCCCC(CC)COC(=O)C(C#N)=C(C1=CC=CC=C1)C1=CC=CC=C1,CAS_RN: 6197-30-4,DTXSID9025299,250.0863:232.0757:204.0808,0,0,"[204.0808, 232.0757, 250.0863]",3
COC1=CC(O)=C(C=C1)C(=O)C1=CC=CC=C1,CAS_RN: 131-57-7,DTXSID3022405,151.0389:229.0859:105.0334;151.0389:229.0859:105.0335;151.039:105.0335:77.0387|229.0859:151.0388:105.0335|229.0861:151.039:105.0335|151.039:105.0335:229.0858|151.039:105.0335:95.0492|151.039:105.0335:95.0492|151.039:95.0492:105.0335|229.0858:151.039:105.0333|229.0859:151.039:105.0335|151.039:105.0335:229.0858|151.0389:105.0335:95.0491|151.0389:105.0335:95.0491|151.0389:95.0491:105.0335|151.039:105.0335:77.0386;229.0861:151.0389:105.0335|151.0389:105.0335:77.0386|77.0386:95.0491:151.0387,0,0,"[77.0386, 77.0387, 95.0491, 95.0492, 105.0333, 105.0334, 105.0335, 151.0387, 151.0388, 151.0389, 151.039, 229.0858, 229.0859, 229.0861]",14
OC1=CC2=C(C=C1)C(=O)C1=CC=CC=C1C2=O,CAS_RN: 605-32-3,DTXSID4049327,197.0596:153.0698:105.0334|197.0596:153.0699:169.0648,0,0,"[105.0334, 153.0698, 153.0699, 169.0648, 197.0596]",5
COC1=C(C=O)C2=CC=CC=C2C=C1,CAS_RN: 5392-12-1,DTXSID80202202,187.0752:144.0568:157.0647,0,0,"[144.0568, 157.0647, 187.0752]",3
CC1=NC2=C(S1)C=CC1=CC=CC=C21,CAS_RN: 2682-45-3,DTXSID7062588,200.0528:159.0263:115.0542,0,0,"[115.0542, 159.0263, 200.0528]",3
OC1=CC(OC2=CC=CC=C2)=CC=C1,CAS_RN: 713-68-8,DTXSID9061047,187.0752:144.0568:157.0647,0,0,"[144.0568, 157.0647, 187.0752]",3
N1N=CC2=CC=CC=C12,CAS_RN: 271-44-3,DTXSID4075374,119.0604:92.0495:65.0387,0,0,"[65.0387, 92.0495, 119.0604]",3
N1C=CC=N1,CAS_RN: 288-13-1,DTXSID2059774,69.0448,0,0,[69.0448],1
N1C=CC=C1,CAS_RN: 109-97-7,DTXSID5021910,68.0496:53.0024,0,0,"[53.0024, 68.0496]",2
CN1C2=C(NC=N2)C(=O)N(C)C1=O,CAS_RN: 58-55-9,DTXSID5021336,181.0723:124.0501:142.0611;181.0719:124.0505:96.0556;181.0721:124.0507:96.0556|181.0721:124.0507:96.0557|181.0721:124.0506:96.0557|124.0507:181.0721:96.0557|124.0507:96.0557:69.0447|69.0448:124.0507:96.0557|69.0448:96.0557:109.0272|69.0448:54.0213:109.0272|69.0448:54.0213:67.0291,0,0,"[54.0213, 67.0291, 69.0447, 69.0448, 96.0556, 96.0557, 109.0272, 124.0501, 124.0505, 124.0506, 124.0507, 142.0611, 181.0719, 181.0721, 181.0723]",15
S1C=CN=C1,CAS_RN: 504-78-9,DTXSID2059776,86.0059:58.9951:57.9873,0,0,"[57.9873, 58.9951, 86.0059]",3
C1=CC=C(N=C1)C1=CC=CC=N1,CAS_RN: 366-18-7,DTXSID9040635,157.0759:130.065:96.0443,0,0,"[96.0443, 130.065, 157.0759]",3
CC(=O)C1=CC2=CC=CC=C2C2=CC=CC=C12,CAS_RN: 784-04-3,DTXSID70174328,221.0962:179.0856:203.0856,0,0,"[179.0856, 203.0856, 221.0962]",3
C1=CC2=CC3=CC=CN=C3C=C2C=C1,CAS_RN: 39327-16-7,DTXSID60891496,180.0806:152.0616:179.0722,0,0,"[152.0616, 179.0722, 180.0806]",3
CC(=O)C=CC1=CC=CC=C1,CAS_RN: 937-53-1,DTXSID4025662,147.0803:129.0698:128.062,0,0,"[128.062, 129.0698, 147.0803]",3
CCCCN,CAS_RN: 109-73-9,DTXSID1021904,57.07:74.0965:53.0024,0,0,"[53.0024, 57.07, 74.0965]",3
CCOP(=S)(OCC)OC1=NC(Cl)=C(Cl)C=C1Cl,CAS_RN: 2921-88-2,DTXSID4020458,114.9613:197.9274:349.9337;321.9025:293.871:197.9275|349.9336:321.9026:197.9275|197.9274:114.9613:96.9507|197.9275:114.9613:96.9508|197.9275:114.9614:96.9508|114.9613:197.9274:96.9508|114.9613:96.9507:106.9449|349.9337:321.9022:197.9274|197.9275:114.9613:96.9508|197.9275:114.9613:96.9508|197.9275:114.9613:96.9507|114.9613:197.9274:96.9507|114.9613:96.9507:106.9449|321.9021:293.8709:197.9275,0,1,"[96.9507, 96.9508, 106.9449, 114.9613, 114.9614, 197.9274, 197.9275, 293.8709, 293.871, 321.9021, 321.9022, 321.9025, 321.9026, 349.9336, 349.9337]",15
NC(=O)\C=C\C1=CC=CC=C1,CAS_RN: 621-79-4,,131.0491:148.0756:103.0542,0,0,"[103.0542, 131.0491, 148.0756]",3
O=C1OC2=CC=CC=C2C=C1,CAS_RN: 91-64-5,DTXSID7020348,147.0439:103.0542:91.0542,0,0,"[91.0542, 103.0542, 147.0439]",3
C1=CC=C2C(C=CC3=NC4=C(C=C23)C2=CC=CC=C2C=C4)=C1,CAS_RN: 224-42-0,DTXSID4059758,280.112:279.1041:278.0961;280.1123:279.1043:278.0962,0,0,"[278.0961, 278.0962, 279.1041, 279.1043, 280.112, 280.1123]",6
CCOC1=Nc2cccc(C(O)=O)c2N1Cc1ccc(-c2ccccc2C2NN=NN=2)cc1,CAS_RN: 145040-37-5,DTXSID0022725,263.1283:441.1665:423.1569|263.1281:423.1561:235.0969|207.0907:235.1224:263.1285|207.0909:180.0798:190.0639|207.0904:180.0798:206.0825;263.1294:423.1569:207.0919;263.1296:423.1573:235.1231|263.1295:423.157:441.1672|263.1293:235.1231:207.0917|207.0917:192.0808:210.0914|192.0802:165.07:180.0808|165.07:190.0654:178.0778|165.07:190.0653:152.0622|263.1295:423.1567:441.1672|263.1292:235.123:207.0917|207.0917:192.0808:210.0914|192.0808:165.0699:180.0808|165.07:190.0652:178.0778|165.07:190.0652:152.0622|263.1294:423.157:235.123,0,0,"[152.0622, 165.0699, 165.07, 178.0778, 180.0798, 180.0808, 190.0639, 190.0652, 190.0653, 190.0654, 192.0802, 192.0808, 206.0825, 207.0904, 207.0907, 207.0909, 207.0917, 207.0919, 210.0914, 235.0969, 235.1224, 235.123, 235.1231, 263.1281, 263.1283, 263.1285, 263.1292, 263.1293, 263.1294, 263.1295, 263.1296, 423.1561, 423.1567, 423.1569, 423.157, 423.1573, 441.1665, 441.1672]",38
CC(C)(C)C(=O)C(N1C=CN=C1)Oc1ccc(Cl)cc1,CAS_RN: 38083-17-9,DTXSID6046555,293.1053:69.07:197.0729;197.0729:225.0677:137.1073|293.1055:197.0723:69.0695|197.0727:293.1051:69.0699|197.0727:69.0699:141.0101|69.0699:141.0101:126.9945|126.9944:69.0699:98.9996|98.9996:139.0057:126.9945|293.1053:197.0726:225.0674|197.0728:293.1054:69.0699|197.0727:69.0699:141.0102|69.0699:141.0102:126.9945|69.0698:126.9944:98.9995|98.9996:139.0057:57.0698|197.0728:225.0677:137.1073,0,1,"[57.0698, 69.0695, 69.0698, 69.0699, 69.07, 98.9995, 98.9996, 126.9944, 126.9945, 137.1073, 139.0057, 141.0101, 141.0102, 197.0723, 197.0726, 197.0727, 197.0728, 197.0729, 225.0674, 225.0677, 293.1051, 293.1053, 293.1054, 293.1055]",24
CN1C(c2cccnc2)CCC1=O,CAS_RN: 486-56-6,DTXSID6047577,177.1023:80.0495:98.0601,0,0,"[80.0495, 98.0601, 177.1023]",3
CCCCC(CC)COC(=O)c1ccccc1C(=O)OCC(CC)CCCC,CAS_RN: 117-81-7,DTXSID5020607,149.0235:71.0857:167.0341,0,0,"[71.0857, 149.0235, 167.0341]",3
CCCCC1=NC2(CCCC2)C(=O)N1Cc1ccc(-c2ccccc2C2NN=NN=2)cc1,CAS_RN: 138402-11-6,DTXSID0023169,207.0911:429.2402:430.2434|207.0909:195.1484:208.094|207.0912:208.0944:180.0798|207.091:180.0798:208.0942;207.0918:429.2402:195.1494;207.0917:401.2334:195.1492|429.2398:207.0909:401.2333|207.0916:195.1491:429.2394|207.0916:195.149:192.0802|207.0916:180.0806:206.0837|180.0806:205.0759:207.0914|205.0759:180.0807:165.0698|429.2397:207.0913:401.2335|207.0917:195.1492:429.2394|207.0918:195.1492:192.0807|207.0918:180.0807:206.0839|180.0807:205.076:207.0916|205.076:180.0807:152.062|207.0917:401.2333:195.1492,0,0,"[152.062, 165.0698, 180.0798, 180.0806, 180.0807, 192.0802, 192.0807, 195.1484, 195.149, 195.1491, 195.1492, 195.1494, 205.0759, 205.076, 206.0837, 206.0839, 207.0909, 207.091, 207.0911, 207.0912, 207.0913, 207.0914, 207.0916, 207.0917, 207.0918, 208.094, 208.0942, 208.0944, 401.2333, 401.2334, 401.2335, 429.2394, 429.2397, 429.2398, 429.2402, 430.2434]",36
CC(CCC1=CC=CC=C1)NCC(O)C1=CC(C(N)=O)=C(O)C=C1,CAS_RN: 83167-24-2,DTXSID2023191,162.055:311.1757:91.0543,0,0,"[91.0543, 162.055, 311.1757]",3
CCCCC1=NC(Cl)=C(CO)N1Cc1ccc(-c2ccccc2C2=NNN=N2)cc1,CAS_RN: 114798-26-4,DTXSID7023227,207.0916:405.1589:180.0807;405.1588:377.1528:207.0916|207.0916:235.0978:171.0683|207.0916:180.0807:206.0839|180.0807:206.0838:207.0916|205.0761:180.0807:190.0651|205.076:152.062:165.0698|152.062:205.076:169.0647|152.062:169.0647:150.0464|150.0464:163.0542:63.0229,0,1,"[63.0229, 150.0464, 152.062, 163.0542, 165.0698, 169.0647, 171.0683, 180.0807, 190.0651, 205.076, 205.0761, 206.0838, 206.0839, 207.0916, 235.0978, 377.1528, 405.1588, 405.1589]",18
CCCC1=Nc2c(C)cc(C3=Nc4ccccc4N3C)cc2N1Cc1ccc(-c2ccccc2C(O)=O)cc1,CAS_RN: 144701-48-4,DTXSID8023636,515.2504:516.2518:517.2548|515.2516:516.2518:517.2547|515.2519:497.2376:517.2546|515.2494:497.238:516.2517|276.1393:497.2384:498.2412;515.2449:276.1373:497.2342;497.2335:498.2375:305.1761|515.2444:498.2352:261.1148|515.244:497.233:498.2372|497.2339:276.137:515.2433|276.1373:289.1449:211.0755|276.1374:261.1137:289.1449|261.1137:276.1371:275.1292|515.2443:498.2371|515.2445:497.2336:305.176|497.2342:276.1374:515.2441|276.137:289.145:211.0757|276.1371:261.1137:289.1448|261.1137:276.1372:275.1292|497.234:498.2376:305.1764,0,0,"[211.0755, 211.0757, 261.1137, 261.1148, 275.1292, 276.137, 276.1371, 276.1372, 276.1373, 276.1374, 276.1393, 289.1448, 289.1449, 289.145, 305.176, 305.1761, 305.1764, 497.233, 497.2335, 497.2336, 497.2339, 497.234, 497.2342, 497.2376, 497.238, 497.2384, 498.2352, 498.2371, 498.2372, 498.2375, 498.2376, 498.2412, 515.2433, 515.244, 515.2441, 515.2443, 515.2444, 515.2445, 515.2449, 515.2494, 515.2504, 515.2516, 515.2519, 516.2517, 516.2518, 517.2546, 517.2547, 517.2548]",48
CC(C)NC(=O)NS(=O)(=O)c1cnccc1Nc1cccc(C)c1,CAS_RN: 56211-40-6,DTXSID2023690,264.0803:183.0918:290.0595;264.0804:349.1332:290.0597|264.0804:290.0596:183.0914|264.0804:183.0918:219.0588|183.0918:264.0804:168.0683|168.0683:183.0918:182.0841|168.0683:183.0918:182.084,0,0,"[168.0683, 182.084, 182.0841, 183.0914, 183.0918, 219.0588, 264.0803, 264.0804, 290.0595, 290.0596, 290.0597, 349.1332]",12
O=P(OC(CCl)CCl)(OC(CCl)CCl)OC(CCl)CCl,CAS_RN: 13674-87-8,DTXSID9026261,98.9843:318.9226:208.9534;98.9842:318.9224:208.9533,0,1,"[98.9842, 98.9843, 208.9533, 208.9534, 318.9224, 318.9226]",6
N1N=NC2=CC=CC=C12,CAS_RN: 95-14-7,DTXSID6020147,120.0545:121.0582:65.0384|120.0549:65.0384:92.0494;120.0556:65.0387:92.0495;120.0556:92.0495:65.0387;120.0556:92.0494:65.0384|120.0557|120.0556:65.0386:92.0495|120.0556:92.0495:65.0385|120.0556:92.0494:65.0385|120.0556:65.0385:92.0494|120.0556:65.0386:92.0495|120.0556:92.0498|120.0556:65.0384:92.0497|120.0556:65.0385:92.0494|120.0555:92.0494:65.0385|120.0555:65.0385:92.0494|120.0555:65.0386:92.0495|120.0556:92.0494;120.0548:65.0379:92.0486|65.038:120.0546:92.0485|65.0379:39.0217:51.0218;120.0559:92.0498|120.056:92.0497|120.0559:92.0496:65.0386|92.0497:65.0386;92.0493:120.0554|92.0494:65.0384:120.0551,0,0,"[39.0217, 51.0218, 65.0379, 65.038, 65.0384, 65.0385, 65.0386, 65.0387, 92.0485, 92.0486, 92.0493, 92.0494, 92.0495, 92.0496, 92.0497, 92.0498, 120.0545, 120.0546, 120.0548, 120.0549, 120.0551, 120.0554, 120.0555, 120.0556, 120.0557, 120.0559, 120.056, 121.0582]",28
OS(=O)(=O)C1=NC2=CC=CC=C2S1,CAS_RN: 941-57-1,DTXSID80240528,215.9784:134.0059:152.0165,0,0,"[134.0059, 152.0165, 215.9784]",3
CC(C)C1=NC(=O)C=C(C)N1,CAS_RN: 2814-20-2,DTXSID1027502,153.1019:154.1044:155.1068|153.1019:154.1044:137.0701|137.07:153.1019:138.0766|137.0698:138.0744:153.1002;153.1022:84.0444:70.0652;153.1023:84.0444:70.0652|153.1022:84.0446:138.0789|153.1022:84.0446:137.0715|153.1022:84.0444:70.0652|153.1022:84.0444:70.0651|84.0444:153.102:70.0651|84.0444:70.0651:153.102|153.1022:84.044:137.0704|153.1022:84.0444:137.0708|153.1022:84.0444:70.0651|153.1022:84.0444:70.0651|84.0444:153.1022:70.0651|84.0444:70.0651:153.1021|153.1022:84.0444:70.0651;153.1026:84.0446:70.0653|84.0445:153.1026:70.0652|153.1026:84.0446:70.0653|84.0445:153.1027:70.0653,0,0,"[70.0651, 70.0652, 70.0653, 84.044, 84.0444, 84.0445, 84.0446, 137.0698, 137.07, 137.0701, 137.0704, 137.0708, 137.0715, 138.0744, 138.0766, 138.0789, 153.1002, 153.1019, 153.102, 153.1021, 153.1022, 153.1023, 153.1026, 153.1027, 154.1044, 155.1068]",26
CC(C)C1=CC2=C(SC3=CC=CC=C3C2=O)C=C1,CAS_RN: 5495-84-1,DTXSID1044691,255.0839:213.0369:184.0341,0,0,"[184.0341, 213.0369, 255.0839]",3
SC1=NC2=CC=CC=C2N1,CAS_RN: 99-88-7,DTXSID9025536,151.0324:93.0573:118.0525,0,0,"[93.0573, 118.0525, 151.0324]",3
SC1=NC2=CC=CC=C2S1,CAS_RN: 149-30-4,DTXSID1020807,167.9936:135.0137:124.0215;167.9935:136.0217:92.0495|167.9935:135.0136:92.0494|167.9935:135.0137:124.0216|167.9936:135.0137:124.0216|167.9936:135.0137:124.0216|135.0137:109.0107:124.0216|65.0386:135.0137:109.0107|65.0386:108.0028:68.9793|68.9794:65.0386:108.0028,0,0,"[65.0386, 68.9793, 68.9794, 92.0494, 92.0495, 108.0028, 109.0107, 124.0215, 124.0216, 135.0136, 135.0137, 136.0217, 167.9935, 167.9936]",14
CCCCCCCCN1SC=CC1=O,CAS_RN: 25339-53-1,DTXSID1025805,102.0009:214.1261:71.0856;102.0008:71.0855|214.126:102.0009:71.0853|214.1261:102.0008:71.0855|102.0007:71.0855:57.0698|102.0008:57.0698:71.0855|102.0008:57.0698:71.0854|102.0008:57.0698:83.9904|214.1261:102.0008:71.0854|214.1261:102.0008:71.0855|102.0008:214.1259:71.0855|102.0008:57.0698:71.0855|102.0008:57.0698:71.0855|102.0008:57.0698:83.9903|102.0008:71.0855,0,0,"[57.0698, 71.0853, 71.0854, 71.0855, 71.0856, 83.9903, 83.9904, 102.0007, 102.0008, 102.0009, 214.1259, 214.126, 214.1261]",13
CCCCNC(=O)OC#CCI,CAS_RN: 55406-53-6,DTXSID50432872,164.9198:57.0701:55.0181,0,0,"[55.0181, 57.0701, 164.9198]",3
CN(C)S(=O)(=O)C1=CC=C(N)C=C1,CAS_RN: 1709-59-7,DTXSID5061902,156.0113:108.0444:92.0495;92.0497:108.0447:156.0119|92.0497:108.0446:110.0603|156.0118:108.0447:92.0497|156.0118:108.0447:92.0497,0,0,"[92.0495, 92.0497, 108.0444, 108.0446, 108.0447, 110.0603, 156.0113, 156.0118, 156.0119]",9
OC1=C2N=NNC2=CC=C1,CAS_RN: 2592-95-2,DTXSID90374722,136.0505:80.0494:108.0444|136.0505:80.0494:108.0443|136.0505:80.0494:108.0444|136.0506:80.0494:53.0386|80.0494:136.0506:53.0386|80.0494:136.0506:53.0386|53.0386:80.0494:63.0229|53.0386:63.0229:80.0495|63.0229:53.0386:62.0151;80.0487:136.0501:63.0221;136.0509:80.0497:108.0448|136.051:80.0497:81.0337|80.0497:136.0511:108.0445|80.0497:108.0445,0,0,"[53.0386, 62.0151, 63.0221, 63.0229, 80.0487, 80.0494, 80.0495, 80.0497, 81.0337, 108.0443, 108.0444, 108.0445, 108.0448, 136.0501, 136.0505, 136.0506, 136.0509, 136.051, 136.0511]",19
COC1=CC=C(\C=C\C(O)=O)C=C1,CAS_RN: 830-09-1,DTXSID1046059,161.0597:133.0648:118.0413,0,0,"[118.0413, 133.0648, 161.0597]",3
CC1=CC(=O)OC2=CC=CC=C12,CAS_RN: 607-71-6,DTXSID00209516,161.0598:133.0649:118.0414,0,0,"[118.0414, 133.0649, 161.0598]",3
CC1=CC=C2NN=NC2=C1,CAS_RN: 136-85-6,DTXSID1038743,134.0715:135.0746|134.0713:135.0742;134.0713:79.0543:106.0651;134.0712:79.0542:106.0651;134.0713:106.0651:79.0542|134.0714|134.0713:77.0386:79.0543|134.0715:106.0653:79.0543|134.0713:79.0543:106.0652|134.0714:79.0543:77.0386|134.0713:77.0386:79.0542|134.0713:79.0544|134.0714:106.0651:79.0544|134.0714:106.0651:79.0542|134.0713:79.0543:106.0652|134.0713:79.0543:77.0386|134.0713:77.0386:79.0543|134.0713:106.0652:79.0542;134.0713:79.0543:77.0386|77.0387:79.0543:134.0712|77.0387:51.0227:53.0385,0,0,"[51.0227, 53.0385, 77.0386, 77.0387, 79.0542, 79.0543, 79.0544, 106.0651, 106.0652, 106.0653, 134.0712, 134.0713, 134.0714, 134.0715, 135.0742, 135.0746]",16
CCOC1=CC=C2N=C(S)SC2=C1,CAS_RN: 120-53-6,DTXSID2059512,212.0199:183.9887:151.0087,0,0,"[151.0087, 183.9887, 212.0199]",3
OC1=CC=C2C=CC=CC2=C1N=NC1=CC=C(C=C1)S(O)(=O)=O,CAS_RN: NA,DTXSID7047986,329.0593:156.0444:128.0495,0,0,"[128.0495, 156.0444, 329.0593]",3
COC1=CC(O)=C(C=C1S(O)(=O)=O)C(=O)C1=CC=CC=C1,CAS_RN: 6628-37-1,DTXSID2042436,230.9959:309.0429:135.0077,0,0,"[135.0077, 230.9959, 309.0429]",3
